listing_id,id,date,reviewer_id,reviewer_name,comments,year_month,sentiment,length,reviewer_freq,days_since_last,is_anomaly,anomaly_label,sentiment_class
1795965,448716243,2019-05-05,138230154,Brandy,The art is interesting but for a specific taste. There was dust everywhere. This house was completely filthy. The artwork is covered in dust and grime. The bathroom shower was too gross to use. The air vents were covered in dust. There was something very strange/borderline scary in the fridge. The bed sheets were stained and so were the pillows. The towels were stained and unusable. We stayed the first night but could not bring ourselves to sleep there a second night.,2019-05,-0.9056,472,1,0.0,-1,Fake,Strong Negative
1805494,752193460821730101,2022-11-03,29243849,Mazdak,"During my stay, the kitchen sink was clogged and garbage disposal never worked. They only offered the handyman to come the day before I left on a 11 night stay. The shower light was out when I arrived, they replaced it a few days later but for some reason removed the protection and exposed electrical components in the ceiling. This was a safety hazard I didn't feel they took seriously. There were issues with the microwave that made it difficult to use the light and vent for the stove (as they were controlled and powered by the faulty microwave above the stove). On the day I arrived, various items were missing, which the host did promptly provide once I noted it.<br/>Overall, one issue after another and the host didn't seem to care too much. Eventually, the host just stopped responding to my messages. I got AirBnB involved and received a rather small refund considering how poor the stay was.",2022-11,-0.9497,903,3,536.0,-1,Fake,Strong Negative
1822588,201964848,2017-10-09,19873186,Megan,"I hate writing these sorts of things because I could truly tell the hosts are wonderful people, but the location was absolutely terrible. Keep in mind, we are all from Seattle and are very accustomed to wlaking around day and night and the people/events we see. Anyway, I was with two 25 year old men who did not feel comfortable walking around the neighborhood at night. As a woman, I was very scared walking around the neighborhood WITH a man. It is a couple minute walk away from a main road, where you would totally feel safe/fine to walk around. You can tell the neighborhood is up and coming, but this part was definitely pretty rough. In fact, every single one of our uber drivers mentioned that we shouldn't be walking around the area and that we were just 2 streets away from ""the projects"". The dogs next door also barked constantly and it was difficult to sleep later than probably 5/6am. There are plenty of homeless people roaming the streets. I know this is a harsh review, but I'm saying these thing to help others. This area is not safe for families, young children, women, and some men even. I'm really sorry to be so harsh. I just need to warn people because I was not properly warned. The location is technically close to downtown, so that was nice.<br/><br/>It is an okay quality house, but has mostly updated things and a nice interior, so it was fine for a rental. The backyard opens up into another person's backyard. The gate would randomly be open as if someone was in our backyard. We even checked the gate to see if it was maybe broken. One room is extremely small. The kitchen is nice and spacious though. Also, the room in the front has a window that can allow anyone to look into the room :(",2017-10,-0.8996,1721,1,0.0,-1,Fake,Strong Negative
1822588,221443460,2017-12-26,131287682,Mikki,"I hate to write a review that isn’t stellar, but I have to say that there were some issues with this place that need to be noted…  If this had been a hotel, I would have left it the first night.<br/>First, the place was not clean… there was black gunk/mold along the edge of the floor by the bathtub – so disgusting that I went out and purchased some Tilex spray to clean it myself!  Now, this is not from one time of poor cleaning – it is from weeks or even months of neglect.  The rug in the living room is dirty and matted and needs a good thorough cleaning.  And there was half-eaten food in the fridge, which is pretty gross too…<br/>Also, there were a number of things that needed to be repaired…  my son (who is in his late 20’s) had such a backache from sleeping in the bed in the front room (some of the slats were missing, so it sagged badly), that he got up one night, found a screwdriver, and moved slats from the foot of the bed to the part that supports your torso!  Also, the towel rod was broken off the wall in the bathroom (so there was no where to hang your towel out), the door to the laundry was broken, and the yard and the back deck needed to have leaves cleared up so badly, that we couldn’t use the back deck at all.  A day with a handyman and a thorough scrub-down would do this place wonders.<br/>The location was great – very close to downtown, and a nice place to walk around during the day (we didn’t walk at night at all).  And the layout of the place was nice.  And, the hosts were friendly and helpful via email.  If the items were repaired and it was clean, it’d be a wonderful place to stay!",2017-12,-0.3314,1626,1,0.0,-1,Fake,Weak Negative
1822588,324275814,2018-09-16,27220678,Abby,"The house was in a convenient location a few blocks from good restaurants and bars. Street didn’t have much light/ sidewalks, so could be a bit difficult to walk at night. Plenty of room and a big kitchen.",2018-09,-0.128,205,1,0.0,1,Genuine,Weak Negative
1822588,338520711,2018-10-19,8929079,Lauren,"The location is excellent and wifi was fast, but the apartment wasn't clean and there were insects (dead and alive) inside the house -- spiders, mosquitoes, fruit flies, ladybugs. Seeing the mouse traps in the closet was also off-putting. Despite the amazing location and overall comfortable/modern layout, I would not stay here again.",2018-10,-0.8479,335,1,0.0,-1,Fake,Strong Negative
1822588,340641772,2018-10-24,171292883,Alex,cant recommend it. place wasn't very clean and alot of stuff needed to be replaced or repaired.,2018-10,-0.5551,95,1,0.0,-1,Fake,Weak Negative
1822588,521804889807791838,2021-12-20,179405805,Jenny,"Very spacious and in a great location! We easily walked to food, nightlife, shops, and even yoga classes. We had a great stay. The backyard had great potential but the picnic table and swing seemed a bit run down, also some corners of the home were not super clean. We also encountered a few bugs indoors and got a couple bites most likely from fire ants.",2021-12,-0.5489,355,1,0.0,-1,Fake,Weak Negative
1830545,431297869,2019-03-31,17644040,Kimberly,"Nicely updated duplex, but smaller than we realized. The WiFi was too slow for basic things like Netflix or FaceTime. Complained about slow WiFi and owner did not resolve during my 4 weeks here.",2019-03,-0.2792,194,1,0.0,1,Genuine,Weak Negative
1831035,671040297,2020-10-04,14892153,Chris,Tracen's place and his hospitality were second to none. We really enjoyed our time staying at his home.,2020-10,-0.4439,103,1,0.0,-1,Fake,Weak Negative
1875121,340059257,2018-10-22,20085818,Sally,"Before going into the home, I got bitten by mosquitoes on my ankle and finger. The property is surrounded by trees and fallen leaves; a wooden shack and a stone BBQ pitv are outside the cottage. Unfortunately, I didn't stay in the cottage bc the place was not cleaned when I checked in at 3pm. I called 2x and texted the host but she was unresponsive. It was obvious that the place had not been cleaned after the last guest checked out. Dirty dishes in the sink, trash in the kitchen, dirty towels in the bathroom, bed looked like someone just woke up from. I had to contact Airbnb support who was also unable to reach the host. The host later called me 1.5 hours after check-in time to let me know that she was on a flight.",2018-10,-0.4939,724,2,0.0,-1,Fake,Weak Negative
1892933,238704438,2018-02-26,44028228,Verlin,We had a nice time as a family but were disappointed with the poor condition of the home though out compared to to cost for the weekend.   It is defiantly a older house in need of repair.,2018-02,-0.8126,187,1,0.0,-1,Fake,Strong Negative
1892933,628534385,2020-06-08,191728670,Mary,"Expect cockroaches and other insects to be all over the house. In the master bedroom, there is a two inch gap under the door with a rug shoved to try to block bugs coming in.  It doesn't work. Great amenities and location, but at the end of the day, it was not worth the amount charged.  Hosts were absolutely wonderful until I presented a problem.  I was asked to provide what I thought was a fair solution and I did, I received a very rude, belittling, and aggressive response.  I still don't understand why they first apologized and asked for a fair solution.  I asked for a partial refund and received a rude and aggressive response.  I understand the right to disagree.  But using CAPS to insinuate yelling and saying NO BUGS on repeat to belittle me like a I'm a child.  People think because someone is a stranger, they have the right to treat them however they please.  The following is the exact message I received from the hosts Sharon and John:<br/><br/>    ""Dear Mary, - First, our house is NOT unsanitary. - Professionally cleaned before /after each guest. - Second, you did not report any problems until AFTER you left. - Day 3, you reported everything fine. ""We are all good!... my friend coming for afternoon."" (your text attached) - You stayed until 3 pm day before your 11 am checkout. From Your first ... 1. You woke up day 3 with bites on feet, below knees. 2. No one else in house had bites. 3. Your attached photo shows you wearing shorts. 4. All other of your group having great time, not wanting to leave. Please note ... 1. Preceding Guests found NO BUGS, very happy, want to return. (see review) 2. Cleaning staff found NO BUGS before or after your stay. 3. Sharon pulled all bedding, mattresses, thoroughly inspected, found NO BUGS. She further walked all parts of house in bare feet, found NO BUGS. 4. Professional exterminator had recently treated house (April 29th - scheduled treatment). 5. Exterminator inspected house immediately after your visit, found NO BUGS. 6. Subsequent guests beginning 1 day after your stay found NO BUGS. It is clear that bites did NOT come from bugs in our house - you would have been bitten on first day. Your bites likely CHIGGERS, a problem this time of year if hiking / walking in shorts, sandals. I am very sorry that you suffered insect bites and hope you recover soon but they were NOT from our house and so no refund is due.""",2020-06,-0.5578,2392,1,0.0,-1,Fake,Weak Negative
1901790,592072648299381199,2022-03-27,2773150,Juliet,"The ceilings are very lows and you’ll find yourself hitting your head frequently. It is serviceable but not comfortable. I don’t think it was worth what I paid.  On the plus side, the host is very communicative.",2022-03,-0.4117,211,1,0.0,-1,Fake,Weak Negative
1901790,802211095923053063,2023-01-11,30883079,Michael,"I experienced Paprika's hospitality as inconsiderate and quarrelsome.  <br/><br/>Paprika scheduled someone to spray for roaches and ants on New Year's Eve.  She gave me options to: to let them in, or she would give them the door code.  She wouldn't be there.  I declined with a hard no.<br/><br/>At checkin, she texted new rules about guests, different than the listing.  I had to explain myself to her that I didn't have or want overnight guests.<br/><br/>Paprika came to the door at 9:30p, visibly angry about parking, accusing me of having guests, and demanding I explain myself to her anger.  I had to close the door in her face.<br/><br/>I heard a double-tap of gunshots in bed late one night.  A house on the corner deals to drive-ups.  Homeless camps are throughout the nearby parks.  I got spare-changed at the local businesses.  Tent cities.  Street prostitutes.  Boarded up businesses.  ""Defund the police"" ruined this neighborhood and financial speculators like Paprika, and they hate AirBnb guests for it.",2023-01,-0.9547,1017,1,0.0,-1,Fake,Strong Negative
1906190,205005386,2017-10-20,15385217,Eric,Benjamin was very communicative with me throughout the booking process.  I have nothing but good things to say about his spot.  Very centrally located as well.,2017-10,-0.1177,159,1,0.0,1,Genuine,Weak Negative
1906190,221731078,2017-12-27,283697,Vidal,Look no further. Great place to stay in Austin and a lot of privacy.,2017-12,-0.6698,68,1,0.0,-1,Fake,Strong Negative
1906190,266223873,2018-05-19,109835678,Mona,Sehr schöne Unterkunft. Alles ist super sauber gewesen und die Lage ist sehr gut. Wir haben uns sicher gefühlt. Das Apartment ist sehr schön gestaltet und gut eingerichtet. Es hat uns an nichts gefehlt. Wir würden die Unterkunft von Ben definitiv weiterempfehlen.,2018-05,-0.5994,263,1,0.0,-1,Fake,Weak Negative
1906190,657948887791397026,2022-06-26,454147783,Amy,Couldn't have been better!,2022-06,-0.4015,26,2,0.0,-1,Fake,Weak Negative
1928538,344041853,2018-11-02,63466693,Chris,"Although Scott is nice, the too many rules, the gloom of the house, and my empty and uncomfortable room prevented me too enjoy my stay. The kitchen lack many things, like proper cookware, microwave ... The bedroom was so gloomy, very unpractical. The bed gave me back pains, as well as the lack of anything looking like a desk or a clean chair in the bedroom.",2018-11,-0.1571,359,2,14.0,-1,Fake,Weak Negative
1928538,425583267,2019-03-18,23227978,Chris,"Don't stay here! The host was intentionally misleading about the place which lead to a very uncomfortable stay.<br/><br/>Plus, the room was full of the host's belongings, cleaning before arrival was not done very well, and the room had an odd smell that I could not get rid of despite airing the room out every day.<br/><br/>The host, Scott, seriously misrepresented what the living situation would be in the listing. He didn't mention that he would be sleeping in the main room of the house while I was there, meaning that I could only enter and exit through a back door, and could not use the common space for much of my stay.<br/><br/>The house has two bedrooms, two bathrooms and common one-room living / dining / kitchen / entry area. <br/><br/>For the first few days the host was gone (his roommate met me initially and gave me keys), and the common area was accessible at all times, as expected. On the 4th day of the booking the host sent me a message announcing that he would be returning to the house, and staying in the living room, and telling me that I must keep out of the main for about half of each day to avoid disturbing him.<br/><br/>This was the first time he mentioned that he would be sleeping in the living room, that I would have limited access to the common room, or that I would need to use the back door.<br/><br/>As this stay was during an enormous festival (SXSW) and every hotel in the city was both expensive and fully booked, asking for a refund or moving to a different space were not viable options. This lead to an uncomfortable remainder of my stay (about another week) during which I felt trapped.<br/><br/>In discussing the situation, the host admitted that the post was misleading.",2019-03,-0.9495,1720,1,0.0,-1,Fake,Strong Negative
1929377,201994152,2017-10-09,19508335,Juan Manuel,"La casa de Diana y Paul es fantástica, y se han esmerado en hacer la estadía lo más amena y cómoda posible. La limpieza es impecable tanto en la recámara como en el baño, los cuales están bien surtidos de muchos detalles que algunas veces pasamos por alto (utensilios de baño, refrigerios, cargador de teléfono), pero que Diana y Paul han tenido en consideración, en especial si olvidas algo a la hora de empacar. La comunicación con ellos también es muy clara y rápida. Diana y Paul son una pareja muy amable y sin duda se han esmerado en dar el extra para que te sientas como en casa. No dudaría en hospedarme de nuevo cuando regrese a Austin.",2017-10,-0.7003,645,2,0.0,-1,Fake,Strong Negative
1930750,567436564847058065,2022-02-21,358358221,Kyra,Everything as expected! <br/><br/>Only note- the internet was not the strongest and has been brought to Rita’s attention. Be cautious if you are remotely working from the Airbnb.,2022-02,-0.4763,178,1,0.0,-1,Fake,Weak Negative
1935282,49042175,2015-09-30,2775039,Martha,The house was pristine and so welcoming! No detail was overlooked and it would have been a perfect stay even if the cottage itself wasn't stunningly beautiful. The hard wood interior and tasteful decor made it feel luxurious and cozy. My boyfriend and I couldn't have been happier there. ,2015-09,-0.1904,288,2,0.0,-1,Fake,Weak Negative
1935282,644765639,2020-07-31,18330359,Jason,"Great and cool little place! Recommend staying there! <br/><br/>Just FYI, the hot shower water didn’t last and a lamp didn’t work (it was in an important location but really not a huge deal). The host replaced the lamp quickly so that was great. <br/><br/>What disappointed me was that I shared the issues with the hot water in the shower not working long at all (2-3 min) but the hosts response showed no concern or remorse over the issue. A cold shower is one of the worst experiences one could pay for! <br/><br/>Not life changing by any means but it was disappointing bc I expected more from Airbnb Plus. <br/><br/>Still 5 stars though bc overall he was helpful and helped me get the charger I left after I checked out.",2020-07,-0.2893,723,1,0.0,-1,Fake,Weak Negative
1935282,485434475870470208,2021-10-31,77939504,Angel,Bad ass place,2021-10,-0.7906,13,1,0.0,-1,Fake,Strong Negative
1997625,425600343,2019-03-18,17535235,Robert,"Es tracta d'un petit estudi al nord de la zona universitària d'Austin, uns 15/20 min en cotxe al nord de downtown. La zona és molt tranquila, residencial. A walking distance no hi ha molta cosa, però sí algun establiment per comprar, alguns restaurants, etc.<br/>L'estudi en sí és molt maco. D'un sol espai (menys el lavabo), totalment obert a l'exterior, molt lluminós, petit però amb tot el necessari. Té un porx molt còmode on prendre el sol o la fresca i està suficientment separat de la casa principal. Té totes les necessitats de cuina, rentadora, etc cobertes. Ann va respondre ràpid, i el check in/out no calen la seva presència. En resum, molt recomenable.",2019-03,-0.6636,665,1,0.0,-1,Fake,Strong Negative
2010358,162867906,2017-06-22,23518522,Felicia,Allting fungerade smidigt med både in- och utcheckning. Området är fint och lugnt. Nära att promenera till downtown och tipsen i infohäftet rekommenderas varmt (särskilt Nau's). Notera bara att det är en ordentlig stege upp till sovloftet. Inga problem om man som vi är unga och friska men kanske inget för den med knäproblem. Snabba svar från Sean varje gång vi hade en fråga!,2017-06,-0.4574,377,1,0.0,-1,Fake,Weak Negative
2010358,165404033,2017-07-01,65217652,Jon,"The Tiny House is all as advertised. No frills place to crash in a nice neighborhood. A decent amount of places to eat a very short walk up the street, and a longer walk will bring you to West 6th and plenty more choices.",2017-07,-0.2732,221,6,57.0,-1,Fake,Weak Negative
2010358,168935924,2017-07-10,128478647,Caleb,"Was a really pretty place. Never saw the hosts once, which didn't bother me but I know that might bother some people.",2017-07,-0.0863,117,1,0.0,1,Genuine,Weak Negative
2010358,214859803,2017-11-26,13392819,Paul,"This tiny house is pretty cute. As tiny houses go, it's not my favorite design but it works well for two people. I wouldn't recommend it for more than that, if you fold out the couch bed you wouldn't have anywhere to keep your bags or to walk. The ladder to the loft is also on the side where the roof is low, so wouldn't recommend this for anyone that is uncoordinated or you may have trouble getting in and out of the loft. <br/><br/>There were some minor maintenance issues, like mold in the AC unit and bike grips that were so old and melted they were sticky and left residue on your hands. If it wasn't for these things, would have been 4 stars. The location is really nice, close to downtown but just far enough that it's quiet at night.",2017-11,-0.165,743,1,0.0,-1,Fake,Weak Negative
2010358,289525488,2018-07-12,129294686,Adam,I don't envy the man that tries to get into the loft bed after a few drinks. Not an easy ascent and watch that you don't bump your head!,2018-07,-0.2225,136,1,0.0,1,Genuine,Weak Negative
2010358,460818627675055493,2021-09-27,5317002,Gregory,Not as roomy as the pictures imply. The “fold out bed” wasn’t an option since one half of it was broken.  Maybe okay  for young people willing to “rough it” but not at all comfortable for an older couple.,2021-09,-0.6313,204,1,0.0,-1,Fake,Strong Negative
2010358,484731731115345686,2021-10-30,90322315,Jordan,A good tiny house experience and location to restaurants and downtown Austin isn’t bad.,2021-10,-0.1531,87,1,0.0,1,Genuine,Weak Negative
2049254,23239554,2014-11-26,7652632,Maria Teresa,"Un vecindario hermoso, bien ubicado y tranquilo. La casa queda al lado de la autopista por lo que afuera hay un poco de ruido, pero adentro es muy silencioso.<br/>La casa es cómoda, muy limpia y con todo en muy buen estado.<br/>Absolutamente recomendable y regresaría sin dudarlo para mi próxima estadia en Austin.",2014-11,-0.5574,316,1,0.0,-1,Fake,Weak Negative
2049254,745075550,2021-04-03,53703274,Jack,"We had a decent 5 week long stay at Christina’s bnb. It is located in a nice neighborhood, only a few minutes away from great restaurants and the river. There were many issues we encountered during our stay. Upon arrival there was an ant problem, resulting in multiple dead ants falling from the ceiling for the first few weeks of our stay. Christina knew about the ant problem, assumed it was resolved and did not inform of us of this issue prior to our arrival. Along with that, there were problems with the hot water heater. We had two days of cold showers. Including one night when the water did not stop running (Christina reimbursed us for that night). When it comes to the upkeep of the property, the front gate would not close (had to use our own bungee cord to keep it shut) and the bathroom door did not fully close. Christina was very responsive to these issues and promptly contacted plumbers and fumigators. Christina denied our request for a partial reimbursement (beyond the night when the water from the shower ran all night). Our conclusion is that this is a run down house that is covered with a fresh coat of paint. I would not recommend this stay to a friend.",2021-04,-0.059,1179,2,0.0,-1,Fake,Weak Negative
2098455,365812073,2019-01-01,3102291,Kayce,Great location to walk places BUT it is advertised as a 2 bedroom and the 2nd “room” is a wall they threw up with no ceiling and a curtain in the living room. Made for an awkward conversation when we got to the Airbnb of who gets the real room when we split it the same. Couldn’t be out in the living room/kitchen without trying not to make noise and wake people sleeping in the “room” up.,2019-01,-0.2846,389,1,0.0,-1,Fake,Weak Negative
2098455,670511903,2020-10-03,35737280,Matt,Good apartment for short term but was not a great week-long option for 2 people because one “bedroom” has no door and is only blocked by a curtain. This was not clearly laid out in the description or photos.,2020-10,-0.8963,207,1,0.0,-1,Fake,Strong Negative
2104280,579018455,2019-12-19,2224042,Scott,"The communication was poor and slow.  It took way to long to address our issues, particularly with the WiFi and the code to the house.  Not a premium guest experience from that standpoint.",2019-12,-0.4767,188,3,0.0,-1,Fake,Weak Negative
2104280,683345847141268321,2022-07-31,64664612,Beatrice,"Don’t rent this house, they have had years to fix the broken front door. We couldn’t use the key the entire visit and the garage door needs two controlling units to use it. They of course only have one. They charge a $250 cleaning fee and I’ve sent them pictures of a very unclean house.  Try planning a very busy trip when you can’t use any door in the house when everyone is coming and going and you only have 1 garage door clicker. It was a nightmare",2022-07,-0.4767,453,1,0.0,-1,Fake,Weak Negative
2124726,753704590253567488,2022-11-05,93010283,Mara,A good location and enough beds for all! We were a bit disappointed in the cleanliness. The sheets were stained and there were no mattress pads on any of the beds. Additionally the shower curtain in the upstairs bathroom was gross and moldy. We had 8 people there and while it fit us all it is not an open kitchen/ dining concept so it feel a little more congested when hanging out. Directions were accurate and host was accessible.,2022-11,-0.5093,432,1,0.0,-1,Fake,Weak Negative
2130032,75876793,2016-05-23,6122427,Jeanne,"The neighborhood and location are wonderful, the backyard is fabulous (except for a broken step that was dangerous) and the house is spacious and clean.  However, it should not be advertised to sleep five unless you tell your guests what that fifth bed is going to be:  it is a Coleman cot with a thin foam pad and it is not suitable for an adult to have a decent night's sleep. The house was not ready at 3:00 and the cleaning people said they needed yet another hour at 5:30.  There was no soap in the bathroom. <br/>The backyard stone staircase had several stone pieces shoved back into place but quickly came apart when walked upon and is dangerous.  A small but convenient request is that you provide salt and pepper in the kitchen. ",2016-05,-0.613,739,1,0.0,-1,Fake,Strong Negative
2130032,109278984,2016-10-20,25165692,Catherine,"The neighborhood is inviting and near excellent restaurants; this AirBnB is not upscale but down-home (plastic plates, micro-fiber sheets, hard bed). It really is like staying with granny except it has a 55""+ TV and an alarm system. <br/><br/>The washer is broken despite being listed. The slate steps on the back porch dangerously broken. The response of the landlord to general maintenance (ants, spiders, roaches), yard, cleaning if you stay for more than a short stay is poor. The unsecured metal grates to keep animals out from under the house are lying in the yard so the feral cats are under there. When the yard people do come, it will be in the middle of your Sunday nap. <br/><br/>The owner was responsive to the broken toilet. He was dangerously unresponsive to our lock-out, allowing the locksmith to leave the door able to be opened with a screwdriver overnight. Then he didn't get repairs started until I called after 5PM the next day - he finally came after 11PM and was there until 1AM putting on a new deadbolt. Good thing this was not our vacation or we would have spent two nights trying to get back in the house (no one checked the back door electronic lock for batteries before we moved in - yet another maintenance issue) and getting a new lock to secure the place. <br/><br/>140 days there. Mostly disappointing. ",2016-10,-0.979,1342,7,153.0,-1,Fake,Strong Negative
2139352,760199953954375400,2022-11-14,109503456,Stefanie,Ein schönes Wochenende in Austin. Ordentliche Unterkunft mit tollen Restaurants in der Nähe. Ausgehmeile ca 25 min zu Fuß. Zum Capitol läuft man 50 min. Es stehen aber überall E-Roller zur Verfügung die man nutzen kann.<br/>Parkplatz direkt vorm Haus. Check in war sehr einfach und unkompliziert. Die Kommunikation einwandfrei und sehr nett. Haben morgens die Unterkunft gebucht und konnten sogar schon um 13 Uhr einchecken. Wir durften die Waschmaschine nutzen und Kaffee und Tee war auch da! Gerne wieder :),2022-11,-0.9709,509,1,0.0,-1,Fake,Strong Negative
2174970,160800372,2017-06-15,12730537,Hayley,Best place to stay in Austin! Couldn't recommend this spot more highly. I came with my colleagues for what could have been a fairly stressful work trip. Having the house to come back to and unwind made an enormous difference. ,2017-06,-0.1285,226,1,0.0,1,Genuine,Weak Negative
2174970,219710993,2017-12-18,146034198,Brian,Overall we had a great 4 day weekend in Austin. Justin and Becca's place was exactly as pictured meaning spacious with pretty/eclectic decoration. The location was very accessible to all Austin attractions and was very clean. <br/>I hate to mention negatives but there were a few:<br/>1. We had trouble with hot water throughout our stay which our hosts tried to fix but it was never perfect. <br/>2. No dishwasher or microwave in kitchen. <br/>3. Coffee maker wasn't working the first morning but that negative was quickly turned into a positive with delivery of a new machine that evening.,2017-12,-0.5268,591,1,0.0,-1,Fake,Weak Negative
2174970,408522197,2019-02-04,110676795,Angela,House is very much as pictured. It is located in an up and coming area so the house next door is gorgeous and the one on the other side looks abandoned. Dont let that scare you. During the day it is walkable but I would definitely say to uber at night. The neighbors were a bit loud and the back bedroom is right against their backyard. That bedroom has an window air conditioner so running that helped block the noise. There are also multiple stray cats that scream on the upstairs patio at night. That could be an issue for light sleepers. The house served its purpose for the 7 girls in my group.,2019-02,-0.3687,599,1,0.0,-1,Fake,Weak Negative
2254712,582611397207711905,2022-03-14,1366730,Shoshana,There is no more perfect or thoughtfully appointed escape and there are not more wondrous hosts in all the world. Don’t miss the chance to stay here!!!,2022-03,-0.3189,151,3,0.0,-1,Fake,Weak Negative
2254712,736238920346374084,2022-10-12,199770379,Chris,"As all the other reviews have already said, this place was perfect. It had all of the little touches that make it unique and feel more like a hone instead of a hotel room. Unfortunately I was only there one night but I will be coming back on future trips to Austin. Couldn't recommend this place more.",2022-10,-0.0306,301,1,0.0,1,Genuine,Weak Negative
2266768,40253952,2015-07-29,3916152,Melany,"This flat is clearly recently constructed but was a little lacking in my opinion. The first major issue we had is the location. Given the Austin heat in the summer, this spot is not well situated to walk anywhere. If you do not have a car, I don't recommend staying here as it is a very far walk to get to the major tourist spots and bars/restaurants of Austin. Also, for the price we were disappointed with some of the details. For example, the kitchen is separate, not part of the unit, so you have to walk outside to access. Also 2 of the 7 windows had folded paper window coverings that can't be opened (because they're paper) and 3 of the windows have no window coverings at all. The window situation makes it difficult to sleep in past 7am as the room starts getting light at sunrise.",2015-07,-0.9222,790,1,0.0,-1,Fake,Strong Negative
2266768,518415670,2019-08-26,252718834,Chrystelle,"Nous avons séjourner 2 nuits à Austin.  Le logement est très bien, très confortable. L'hôte a penser à tout... vraiment. Attention il faut la voiture pour se déplacer dans Austin.<br/>Dommage que la terrasse commune ne soit pas au niveau du logement.",2019-08,-0.128,250,1,0.0,1,Genuine,Weak Negative
2266768,761594257773551140,2022-11-16,27937073,Chiara,"Wir hatten einen tollen Aufenthalt, alles hat unseren Erwartungen entsprochen. <br/>Sauberes und liebevoll eingerichtete kleine Wohnung.<br/>Die Kommunikation vor unserem Aufenthalt war auch freundlich und unkompliziert.",2022-11,-0.5994,220,1,0.0,-1,Fake,Weak Negative
2273498,181933385,2017-08-13,31029286,Daniel,"Pros: Unbeatable central location, walkable to everything including restaurants, bars, hotels, convention center. Comfortable beds, sheets. Parking spot.<br/><br/>Cons: Ants in bathroom. Sheets wrong size for the bed and kept slipping off. AC thermostat inaccurate and AC was not strong enough to cool unit. Unit is dark without much light. WiFi provided by condominium Corp slow and difficult to connect to. Expensive relative to hotels in area.",2017-08,-0.4023,446,1,0.0,-1,Fake,Weak Negative
2273498,562232453,2019-11-10,239316848,Morgan,"I requested an early check in and was told that was fine. I got to the unit to check in and my code did not work until after the original check in time. I called the host and he never answered or returned my call. I even left a voicemail. The hot water heater shut off two separate times during our stay so we had to take cold showers. Overall, the unit was what we needed for the weekend but I was expecting much more for how much I paid. The unit itself needs maintenance. The carpet in one of the bedrooms was really dirty and multiple light bulbs were out.",2019-11,-0.5006,560,1,0.0,-1,Fake,Weak Negative
2273498,476638498445729119,2021-10-19,260599960,Jeffrey,We did not enjoy our stay. The apartment needs a good cleaning and update. The kitchen stove did not work and kitchen did not have many utensils. The building is mostly empty and is showing it's age.,2021-10,-0.1351,199,1,0.0,1,Genuine,Weak Negative
2273498,531936142155201973,2022-01-03,3651478,Katie,"Unfortunately this stay was disappointing. We had a few problems when we checked into the appartment. We were desperately trying to get hold of the host. The telephone numbers that he provided seem to be an office numbers, no reply in the evening. Left him several messages on the phone, sent messages via Airbnb, asking for help ASAP. He failed to get back until the next day. For  $400 / night I would expect a more responsive host. <br/>Most disappointing.",2022-01,-0.9202,459,1,0.0,-1,Fake,Strong Negative
2273498,800766379682330600,2023-01-09,253729815,Nikki,"We found Ryan’s place to be adequate for our stay in Austin.  The pluses: walking distance to great bars and restaurants or if you’re at the convention center.  There is a Starbucks across the street There are 2 bathrooms which is ideal for couples. The minuses: The beds are lumpy. We could not get 2/3 of the tvs to work but it wasn’t important enough to us to contact Ryan. The walls, windows and floors are all very thin and you can easily hear conversations outdoors when inside. The carpeted bedroom is absolutely nasty. The carpet is so gross and the baseboards and trim looked like they haven’t been cleaned in years. Given how many brand new hotels are close by in the same vicinity, I personally would not stay here again.",2023-01,-0.0197,732,1,0.0,-1,Fake,Weak Negative
2292322,217302156,2017-12-08,64164033,Lucas,"This place is dripping with character and eclectic decoration. Short walk from the Convention Center was a plus. The private patio area comes complete with dart-board. I recommend it if you're not overly concerned with being right in the thick of things.<br/><br/>One caveat: The bedroom is in a loft with steep stairs. Fine for me, but guests with limited mobility should probably look elsewhere.",2017-12,-0.0516,397,1,0.0,1,Genuine,Weak Negative
2318394,77734595,2016-06-03,14295133,Steph,"This review is for the room and house, not Chalu.  I had to cancel and leave the room earlier than I was supposed to because there was a mold/mildew smell in the room that would not go away no matter how much air freshener I sprayed.  Also, the mattress is very sunken in in the middle and was hard for me to sleep on.  It's not a flat mattress, it's a very old mattress that should really be thrown away.  <br/>I was glad that Chalu refunded some of my money for the rest of the days I had left, but I wish I had known about these major issues before I reserved the room, as I would not stay in this kind of place.   There were other issues such as the towels all smelled dirty, even the clean ones, they were very old towels.<br/>i met Chalu once and she seemed friendly. She does not live at this house and the pictures on Air Bnb are older, because the house is dark and dingy, not like in the picture. There were large black flies in the house flying around because nobody took out the kitchen or bathroom garbage the whole time I was there, and it was overflowing.  One day someone put the kitchen garbage on the front porch and left it there overnight, then some animals tore it open and got trash all over the front porch walkway to the door.  <br/>This is an honest feedback of what happened and this is the first negative review I have had to leave on Air Bnb.  I hate to leave a negative review but  would want people to know what they are getting themselves in to with this particular property/room.",2016-06,-0.7651,1514,2,-14.0,-1,Fake,Strong Negative
2318394,451310378,2019-05-11,221028879,Quinton,Chalu was very hospitable and quick to respond. I checked into a terrible Airbnb and immediately left and rebooked here. She responded immediately and I was out of that place and into this clean and convenient place in no time.,2019-05,-0.2903,227,1,0.0,-1,Fake,Weak Negative
